[certificateholder_id],[certificateholder_name],[crop],[license_number],[start_date_license],[end_date_license],[license_standard],[license_status],[scope],[region],[country]
RA_00066442112,Procesos del Pacífico S..A,Banana,RALI24-032706,9/13/2024,9/12/2025,Supply Chain,Granted,Single Site,Latin America,Guatemala
RA_00058232111,"Freeman 2 - Limofrut, S.A.",Banana,RALI22-013075,4/2/2023,1/12/2024,Farming,Cancelled,Single Farm,Latin America,Costa Rica
RA_00103932206,Food and Agriculture Industries N.V.,Banana,RALI24-026620,8/2/2024,8/1/2025,Farming,Granted,Multi Farm,Latin America,Suriname
RA_00110392207,Direct Fresh Sourcing GmbH,Banana,RALI24-031065,1/12/2025,1/11/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00095122204,"Finca Ipala l - Rosmar, S.A",Banana,RALI24-030268,12/3/2024,12/2/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00092492203,Compagnie Fruitière Paris,Banana,RALI23-025137,6/20/2024,6/19/2025,Supply Chain,Granted,Single Site,Europe,France
RA_00039272109,Coop Genossenschaft,Banana,RALI24-027152,9/9/2024,9/8/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00119792210,Exbaoro cia ltda,Banana,RALI24-030163,12/10/2024,12/9/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00076492201,FRESH TRADING SUPPLY B.V,Banana,RALI24-028066,10/1/2024,9/30/2025,Supply Chain,Granted,Multi Site,Europe,Netherlands (the)
RA_00075482201,Agricola Eufemia S.A.S. - Finca Eufemia,Banana,RALI24-028679,9/13/2024,9/12/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00103022206,Finca Frutas de Escocia S.A./Finca Esmeralda,Banana,RALI24-028938,8/30/2024,8/29/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00071922201,Orodelti S.A. Hacienda Eva María,Banana,RALI24-026821,6/24/2024,6/23/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00133302303,TROPICALFRUIT EXPORT S.A.,Banana,RALI23-023097,5/2/2024,5/1/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00144292308,MANUEL BENJAMIN,Banana,RALI23-022724,12/11/2023,3/10/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00075462201,Canali S.A.S - Don Fuad 1 y 2,Banana,RALI24-027975,9/21/2024,9/20/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00126822301,Refresco France,Banana,RALI24-028614,10/18/2024,10/17/2025,Supply Chain,Granted,Multi Site,Europe,France
RA_00101452205,Finca Bellamar 07,Banana,RALI24-028323,9/23/2024,9/22/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00109332207,LUDERSON S.A,Banana,RALI23-020035,10/25/2023,10/24/2024,Farming,Not Granted,Single Farm,Latin America,Ecuador
RA_00161132405,CORAGROFRUT S.A.,Banana,RALI24-029644,1/8/2025,1/7/2026,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00073672201,Cibaria S.A.S,Banana,RALI24-030879,11/8/2024,11/7/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00071402201,ORODELTI S.A HACIENDA TOMAS,Banana,RALI24-031328,9/26/2024,9/25/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00100442205,COMPAÑIA AGRICOLA LOMA LARGA S.A.,Banana,RALI24-031522,10/13/2024,10/12/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Ecuador
RA_00008392105,Agropecuaria El Congo S.A.,Banana,RALI24-027120,8/30/2024,8/29/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00071042201,INDUSTRIAL AGRICOLA BANANERA INAGBAN S.A.,Banana,RALI23-019203,2/3/2024,2/4/2024,Farming,Not Granted,Single Farm,Latin America,Ecuador
RA_00122292211,Tropicalia Continental Industries Bv,Banana,RALI23-023569,3/21/2024,3/20/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00123192211,Migros-Genossenschafts-Bund,Banana,RALI23-021993,4/5/2024,4/4/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00168682410,Greenyard Fresh Global NV,Banana,RALI24-033097,11/11/2024,2/10/2026,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00125732212,Fresco Holding,Banana,RALI24-026311,7/20/2024,7/19/2025,Supply Chain,Granted,Single Site,Latin America,Panama
RA_00092442203,C.I. BANASAN S.A.S.,Banana,RALI24-031288,12/14/2024,12/13/2025,Farming & Supply Chain,Granted,Group Of Mixed Farms,Latin America,Colombia
RA_00070232112,Agricola Pecuaria del Pacifico S.A.,Banana,RALI23-019271,12/27/2023,3/27/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00029892108,FRUTILIGHT,Banana,RALI23-023907,3/8/2024,3/7/2025,Supply Chain,Granted,Single Site,Latin America,Costa Rica
RA_00043272109,MANUPALI AGRIDEVELOPMENT CORPORATION,Banana,RALI23-023561,1/31/2024,4/30/2025,Farming,Granted,Single Farm,Asia and Pacific,Philippines (the)
RA_00070132112,JUAN SANTANA-HACIENDA EL EDÉN,Banana,RALI24-029717,9/19/2024,9/18/2025,Farming,Not Granted,Single Farm,Latin America,Ecuador
RA_00065592112,AGROFYRA S.A.S,Banana,RALI23-023148,3/19/2024,6/19/2025,Farming,Granted,Multi Farm,Latin America,Ecuador
RA_00112522208,EXAMASA S.A. - HCDA. SAN JOSE,Banana,RALI24-031272,9/27/2024,9/26/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00107342207,Bakker CI,Banana,RALI24-030540,12/21/2024,12/20/2025,Supply Chain,Granted,Multi Site,Europe,Netherlands (the)
RA_00070632201,BANABAYCORP S.A.,Banana,RALI23-019278,1/24/2024,4/24/2025,Farming,Granted,Multi Farm,Latin America,Ecuador
RA_00160612405,IMELDABANANA S.A,Banana,RALI24-029420,9/10/2024,9/9/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00091902203,Nankon Farm Limited,Banana,RALI23-022856,5/18/2024,5/17/2025,Farming,Granted,Single Farm,Latin America,Belize
RA_00028932108,Landgard Nord Obst & Gemüse GmbH,Banana,RALI24-032170,2/25/2025,2/24/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00092662203,GUILLERMO DELGADO CAMPO Y CIA S . EN C.,Banana,RALI24-029227,8/31/2024,8/30/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00109142207,ALDI BELGIUM / LUXEMBURG,Banana,RALI24-026188,11/1/2024,10/31/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00032612108,Döhler Holland B.V.,Banana,RALI23-023226,3/21/2024,6/13/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00058212111,"Acorsa 3 - Limofrut, S.A.",Banana,RALI24-026183,5/6/2024,5/5/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00075412201,"Bananera Marinalá, S.A. - Finca Marínala 1 y 2",Banana,RALI24-026529,3/29/2024,3/28/2025,Farming,Granted,Multi Farm,Latin America,Guatemala
RA_00102432205,REINO,Banana,RALI24-029663,11/1/2024,10/31/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00034652108,Fresh Solutions GmbH,Banana,RALI24-031540,12/9/2024,12/8/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00122312211,"Reybanpac, Rey Banano del Pacifico C.L.",Banana,RALI24-033607,12/10/2024,12/9/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00125152212,Lidl España,Banana,RALI24-026659,3/8/2024,3/7/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00075222201,Bananera Nacional Sociedad Anónima Distrito 3,Banana,RALI25-035533,3/4/2025,6/3/2025,Farming,Granted,Multi Farm,Latin America,Guatemala
RA_00131162302,SIPEF NV,Banana,RALI24-025915,5/10/2024,5/9/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00092452203,Aquiles Rewel  Morel Minier,Banana,RALI24-030880,12/22/2024,12/21/2025,Farming,Granted,Single Farm,Latin America,Dominican Republic (the)
RA_00088262203,Chiquita Brands Costa Rica S.R.L.,Banana,RALI24-027551,9/20/2024,9/19/2025,Farming,Granted,Multi Farm,Latin America,Costa Rica
RA_00067782112,Tropilight S.A.,Banana,RALI24-025501,6/23/2024,6/22/2025,Supply Chain,Granted,Single Site,Latin America,Guatemala
RA_00116032209,US Foods,Banana,RALI23-024181,4/25/2024,4/24/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00111712208,"Finca Santa Irene 2 - Plantaciones Nahualate, S.A.",Banana,RALI24-030019,10/12/2024,10/11/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00143582308,AGRICOLA ARVECOR S.A.,Banana,RALI24-032127,12/11/2024,12/10/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00090752203,CI EXPOMARINER S.A.S,Banana,RALI24-031026,11/29/2024,11/28/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00035562109,COBANA GmbH & Co. KG,Banana,RALI24-027601,9/22/2024,9/21/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00084902202,Global Fresh Trading (Schweiz) AG,Banana,RALI23-024342,4/30/2024,4/29/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00092642203,Bananera Regino Ceren,Banana,RALI24-031602,9/23/2024,9/22/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00120802211,MIDAJA S.A.,Banana,RALI23-020342,1/23/2024,1/22/2025,Farming,Not Granted,Multi Farm,Latin America,Ecuador
RA_00091742203,AGRICOLA ISABEL S.A.S,Banana,RALI24-030660,12/26/2024,12/25/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00102082205,Prodalim B.V.,Banana,RALI24-031890,8/18/2024,8/17/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Israel
RA_00101442205,Finca Bellamar 06,Banana,RALI24-029758,9/21/2024,9/20/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00118532210,Agrotes SAS - Finca Venecia,Banana,RALI23-020285,12/15/2023,3/15/2025,Farming,Cancelled,Single Farm,Latin America,Colombia
RA_00009642105,Carrandi B - Limofrut SA,Banana,RALI23-024286,2/17/2024,5/16/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00161282405,"Bananera La Libertad, S.A.",Banana,RALI24-029660,7/26/2024,7/25/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00064762112,Société d'étude et de développement de la Culture Bananière,Banana,RALI24-029712,9/23/2024,7/28/2025,Farming,Granted,Group Of Mixed Farms,Africa,Côte d'Ivoire
RA_00091732203,AGROPECUARIA TERRANOVA SA,Banana,RALI24-030759,8/29/2024,8/28/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00072572201,Pensylvania S.A/Finca Pensylvania,Banana,RALI23-019226,9/21/2024,9/20/2025,Farming,Granted,Single Farm,Latin America,Nicaragua
RA_00110152207,FAVORITA EUROPE B.V.,Banana,RALI24-033571,12/15/2024,12/14/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00062642112,Tabascos S.P.R. de R.L. de C.V.-La Candelaria,Banana,RALI24-030458,10/19/2024,10/18/2025,Farming,Granted,Single Farm,Latin America,Mexico
RA_00102452205,CHAMBACU 1,Banana,RALI24-028201,7/12/2024,7/11/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00071932201,Orodelti S.A. Hacienda Isabela,Banana,RALI24-025552,3/25/2024,3/24/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00041432109,Dianne's Fine Desserts,Banana,RALI21-004143,2/20/2024,5/19/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00060512111,"Bananera Continental, S.A.",Banana,RALI24-029834,10/20/2024,10/19/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00011412105,Finca Frutas de Escocia S.A./Finca Victoria,Banana,RALI24-027122,9/5/2024,9/4/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00094042204,Kesko Corporation,Banana,RALI24-030135,10/17/2024,10/16/2025,Supply Chain,Granted,Single Site,Europe,Finland
RA_00078972202,BANACLAIRE S.A.S,Banana,RALI23-020233,3/14/2024,3/13/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00096282204,C.I. FRUSAMA S.A.S.,Banana,RALI24-030800,12/13/2024,3/13/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Colombia
RA_00102922206,Del Monte International GmbH,Banana,RALI23-022424,6/15/2024,6/14/2025,Supply Chain,Granted,Single Site,Europe,Monaco
RA_00128162301,Goddcorp - Hcda Bamboo,Banana,RALI24-027520,5/1/2024,4/30/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00091772203,MAYA BELL Y CIA S EN C,Banana,RALI23-023667,12/19/2023,3/19/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00148252311,Chiquita Panamá - Finca 86 - Ilara Holdings Inc.,Banana,RALI24-033364,1/20/2025,1/19/2026,Farming,Granted,Single Farm,Latin America,Panama
RA_00083902202,"Agro Atlantic, S.A. / Finca San Juan La Selva",Banana,RALI24-029851,5/17/2024,5/16/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Guatemala
RA_00029022108,GRUPO IREN FRUITS S.L.,Banana,RALI24-030712,11/26/2024,11/25/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00063192112,Productos Frescos de Acapetahua S.A. de C.V. -Finca Doña Emilia,Banana,RALI24-027347,5/24/2024,5/23/2025,Farming,Granted,Single Farm,Latin America,Mexico
RA_00038432109,Jasafrut S.A.,Banana,RALI24-025558,5/31/2024,5/30/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00119222210,AUDITORIAS Y ASESORIAS INTEGRALES CRECERT S.A.S.,Banana,RALI23-020291,12/27/2023,3/27/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00053632110,"Mt. KitangladAgri-Ventures, Inc,",Banana,RALI23-022817,2/24/2024,5/23/2025,Farming,Granted,Single Farm,Asia and Pacific,Philippines (the)
RA_00096032204,SUMIPRODUCTOS S.A,Banana,RALI22-009397,12/11/2023,3/10/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00026502108,Lexkingsa S.A.,Banana,RALI21-002650,6/27/2022,6/27/2023,Farming,Not Granted,Single Farm,Latin America,Ecuador
RA_00096822204,BANORPAL S.A.,Banana,RALI23-019547,12/27/2023,3/27/2025,Farming,Granted,Multi Farm,Latin America,Ecuador
RA_00009512105,Frubasa 2   - Limofrut SA,Banana,RALI23-020352,3/4/2024,6/3/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00170122410,RICABAN S.A.,Banana,RALI24-033853,1/27/2025,1/26/2026,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00066032112,AGROPECUARIA CARIBANA S.A.S,Banana,RALI23-019113,12/6/2023,3/6/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00047162109,TMF Agro S.A,Banana,RALI24-027274,6/21/2024,6/20/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00104532206,Afrikanische Frucht-Compagnie GmbH,Banana,RALI24-030213,11/16/2024,11/15/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00069732112,BANAROYAL S.A.,Banana,RALI23-017404,1/3/2024,4/3/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00143552308,AGRICOLA LONGDAY S.A.,Banana,RALI23-022533,1/29/2024,4/29/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00093092203,C.I AGRO GAIRA S.A.S.,Banana,RALI24-028306,9/6/2024,9/5/2025,Farming & Supply Chain,Granted,Single Farm,Latin America,Colombia
RA_00131022302,AGRICOLA MARIA ISABEL MARISAGRIC S.A.,Banana,RALI24-027850,9/4/2024,9/3/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00054402110,F.F.D FRESH FRUIT DOMINICANA,Banana,RALI24-028265,7/26/2024,7/25/2025,Supply Chain,Granted,Single Site,Latin America,Dominican Republic (the)
RA_00105982206,albert heijn,Banana,RALI24-031309,7/27/2024,7/26/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00074122201,Lidl Stiftung & Co. KG,Banana,RALI24-026094,7/30/2024,7/29/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00026492108,kryptos ingenieria integral sas,Banana,RALI24-030912,1/2/2025,1/1/2026,Farming,Granted,Multi Farm,Latin America,Colombia
RA_00148262311,Chiquita Panamá - Finca 87 - Ilara Holdings Inc.,Banana,RALI24-033365,1/22/2025,1/21/2026,Farming,Granted,Single Farm,Latin America,Panama
RA_00008702105,"Bananera Calinda, S.A.",Banana,RALI24-033289,2/15/2025,2/14/2026,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00083452202,Agrícola Santamaría,Banana,RALI24-029886,9/20/2024,9/19/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Colombia
RA_00044122109,Varcli Pinares S.A.,Banana,RALI24-029237,7/7/2024,7/6/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00087572203,AGROINDUSTRIA SAN QUINTIN SA,Banana,RALI24-032250,8/10/2024,8/9/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00030972108,Refresco Europe BV,Banana,RALI24-029732,11/22/2024,11/21/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00126122212,Transgourmet Schweiz AG,Banana,RALI24-029560,2/20/2025,2/19/2026,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00086552203,J N Fox and Sons UK Ltd,Banana,RALI24-033638,1/19/2025,1/18/2026,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00143602308,Frutos Bellos Frubell S.A,Banana,RALI24-031289,1/15/2025,1/14/2026,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00084562202,COMPAÑIA BANANERA. Y AFINES COBANAFIN S.A,Banana,RALI24-027691,9/1/2024,8/31/2025,Farming,Granted,Multi Farm,Latin America,Ecuador
RA_00095332204,"Finca El Cedro - Rosmar, S.A",Banana,RALI24-030269,12/2/2024,12/1/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00121122211,RENACER,Banana,RALI23-020348,12/13/2023,3/13/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00112652208,Dole Europe GmbH,Banana,RALI24-032669,1/23/2025,1/22/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00128712301,C.I. Unibán S.A. Comercializadora.,Banana,RALI23-021880,4/5/2024,4/4/2025,Supply Chain,Granted,Single Site,Latin America,Colombia
RA_00127362301,"INDUSTRIAL BANANERA NICARAGUENSE,S.A",Banana,RALI24-032709,3/2/2025,3/2/2026,Supply Chain,Granted,Single Site,Latin America,Nicaragua
RA_00123982212,KOFFIBAM SAS,Banana,RALI24-031228,8/6/2024,8/5/2025,Farming,Granted,,Africa,Côte d'Ivoire
RA_00136432304,BANANAGOLDCORP S.A.,Banana,RALI23-024795,8/19/2024,8/18/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00075502201,Agropecuaria San Gabriel S.A.S,Banana,RALI24-025712,9/14/2024,9/13/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00058222111,"Acorsa 1  - Limofrut, S.A.",Banana,RALI24-025887,5/10/2024,5/9/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00078932202,C.I. LA SAMARIA S.A.S.,Banana,RALI23-020410,3/16/2024,6/16/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Colombia
RA_00104442206,Wm Morrison Supermarkets Limited,Banana,RALI24-028218,3/21/2024,3/20/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00076212201,BANANERA CANARIA S.A.,Banana,RALI24-028864,10/25/2024,10/24/2025,Farming,Granted,Multi Farm,Latin America,Guatemala
RA_00157942404,Manobanda  Montañita,Banana,RALI24-028200,6/10/2024,6/9/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00068202112,Las Victorias S.A.S,Banana,RALI24-030909,12/5/2024,12/4/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Colombia
RA_00009622105,Carrandi D - Limofrut SA,Banana,RALI23-020351,4/12/2024,4/11/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00009432105,Mata Limón 1   -  Limofrut SA,Banana,RALI23-024280,5/12/2024,5/11/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00138912306,Corporación Bananera Del Norte S.A.,Banana,RALI24-027280,7/26/2024,7/25/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00024722108,Banana Growers Association,Banana,RALI24-026554,6/21/2024,6/20/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Belize
RA_00070122112,JUAN SANTANA-HACIENDA VENECIA,Banana,RALI24-029719,9/22/2024,9/21/2025,Farming,Not Granted,Single Farm,Latin America,Ecuador
RA_00069622112,AIDA VALLEJO ULLAURI,Banana,RALI23-019252,5/15/2024,5/14/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00107712207,Bananera Bristol S.A. ( Finca Vesta),Banana,RALI24-026735,5/8/2024,5/7/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00133952303,"AGROPECUARIA EL SIGLO, S.A./FINCA AMATILLO 4",Banana,RALI23-018084,9/28/2023,9/27/2024,Farming,Not Granted,Single Farm,Latin America,Guatemala
RA_00009532105,Bioban 1  -  Limofrut SA,Banana,RALI23-022126,5/9/2024,5/8/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00085982203,TROYLER S.A,Banana,RALI24-028858,10/20/2024,10/19/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00102542205,Cooperativa de bananeros de Rio Frio COODEBAN,Banana,RALI24-028791,10/3/2024,10/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00060522111,"Bananera Támesis, S.A.",Banana,RALI24-029762,10/18/2024,10/17/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00142642307,SPREAFICO FRANCESCO & F.LLI S.P.A.,Banana,RALI24-032545,12/1/2024,11/30/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00067772112,BANANERA EL CORTIJO S.A,Banana,RALI24-031095,11/16/2024,11/15/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00083532202,Corporacion de Inversiones Verde Azul S.A,Banana,RALI24-029460,9/15/2024,9/14/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00111702208,"FINCA SANTA IRENE 3 - PLANTACIONES NAHUALATE, S.A.",Banana,RALI24-032099,10/13/2024,10/12/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00065942112,"Inversiones La Libertad, S.A./ Finca La Libertad",Banana,RALI24-029982,9/13/2024,9/12/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00107462207,SOCIEDAD EXPOBANANAS S.A.S,Banana,RALI23-019898,12/20/2023,12/19/2024,Farming,Not Granted,Multi Farm,Latin America,Colombia
RA_00120602211,Volta River Estates Limited,Banana,RALI23-024844,6/6/2024,6/5/2025,Farming,Granted,Multi Farm,Africa,Ghana
RA_00075232201,Bananera Nacional Sociedad Anónima Distrito 4,Banana,RALI25-035534,3/5/2025,6/4/2025,Farming,Granted,Multi Farm,Latin America,Guatemala
RA_00060112111,AGRICOLA BUENOS AIRES 1 Y NUEVA ESPERANZA 3,Banana,RALI23-020041,4/8/2024,4/7/2025,Farming,Granted,Multi Farm,Latin America,Ecuador
RA_00043862109,Greenyard Fresh Germany GmbH,Banana,RALI23-025234,6/10/2024,6/9/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00065582112,TERRAENCANTO S.A.S,Banana,RALI23-023118,3/13/2024,3/12/2025,Farming,Not Granted,Multi Farm,Latin America,Ecuador
RA_00123222211,"TESCO STORES SR, a.s.",Banana,RALI24-027649,4/28/2024,4/27/2025,Supply Chain,Granted,Single Site,Europe,Slovakia
RA_00067062112,Finca El Alamo No. 9,Banana,RALI24-026405,7/8/2024,7/7/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00131062302,Fairtrasa Holland B.V.,Banana,RALI23-024755,6/3/2024,6/2/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00127252301,GODDCORP S.A. - HCDA. BENJAMIN,Banana,RALI23-020408,2/29/2024,5/29/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00082892202,BANATURBO SAS ZOMAC,Banana,RALI24-031024,10/19/2024,10/18/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00066932112,Finca Bellamar 12,Banana,RALI24-029291,9/28/2024,9/27/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00052032110,Standard Fruit Company de Costa Rica S.A.  (Finca Zurquí),Banana,RALI23-024887,5/10/2024,5/9/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00091312203,BANA PLUS ZOMAC S.A.S.,Banana,RALI23-024212,7/7/2024,7/6/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00107672207,Port International Bananas GmbH,Banana,RALI24-032396,3/3/2025,3/2/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00066042112,AGROPECUARIA LA PARCELA S.A.S,Banana,RALI23-020141,2/4/2024,5/4/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00089392203,Alejandro De Jesús Jiménez,Banana,RALI24-026219,10/23/2024,7/22/2025,Farming,Granted,Single Farm,Latin America,Dominican Republic (the)
RA_00032312108,JAPANESE CONSUMERS'CO-OPERATIVE UNION,Banana,RALI24-030285,12/10/2024,12/9/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Japan
RA_00052082110,Standard Fruit Company de Costa Rica S.A. (Finca Valle de la Estrella),Banana,RALI23-024884,5/31/2024,5/30/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00043362109,C.I. BANAFRUT S.A.,Banana,RALI24-030091,11/22/2024,11/21/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Colombia
RA_00093482203,Sureña S.A. / Finca Palo Blanco,Banana,RALI24-027658,5/19/2024,5/18/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Guatemala
RA_00122722211,Klaus Böcker GmbH,Banana,RALI24-026381,5/12/2024,5/11/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00094402204,Orodelti S.A. - Hcda Luciana,Banana,RALI24-025335,6/28/2024,6/27/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00086072203,"IMARA, S.A. (FINCA IMARA I)",Banana,RALI24-032562,11/29/2024,11/28/2025,Farming,Granted,Single Farm,Latin America,Guatemala
RA_00075242201,Bananera Nacional Sociedad Anónima Distrito 5,Banana,RALI24-034252,2/25/2025,2/24/2026,Farming,Granted,Multi Farm,Latin America,Guatemala
RA_00121432211,EKOPLANTAINS S.A,Banana,RALI23-022053,3/11/2024,3/10/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00069462112,Prindex SA,Banana,RALI23-020737,2/8/2024,5/8/2025,Farming,Granted,Single Farm,Latin America,Ecuador
RA_00102132205,Promotora plantaciones del Darien S.A.S.,Banana,RALI24-027847,9/14/2024,9/13/2025,Farming,Granted,Multi Farm,Latin America,Colombia
RA_00009462105,Limofrut A  - Limofrut SA,Banana,RALI23-023665,2/11/2024,5/10/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00009342105,Rebusca   -Limofrut SA,Banana,RALI23-020160,3/2/2024,6/1/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
